Name,Score,User Score,Genre Keywords,Rating,Publisher
The Legend of Zelda Spirit Tracks,87,7.9," Action Adventure Fantasy Fantasy ",E10+,Nintendo
The Legend of Zelda The Minish Cap,89,8.9," Action Adventure Fantasy ",E,Nintendo
The Legend of Zelda The Wind Waker,96,9," Action Adventure Fantasy ",E,Nintendo
The Legend of Zelda The Wind Waker HD,90,9," Action Adventure Fantasy Fantasy ",E10+,Nintendo
The Legend of Zelda Twilight Princess,96,9.1," Action Adventure Fantasy ",T,Nintendo
The Legend of Zelda Twilight Princess HD,86,8.4," Action Adventure General ",T,Nintendo
The Legendary Starfy,75,8.4," Action Platformer 2D Platformer 2D ",E,Nintendo
The LEGO NINJAGO Movie Video Game,76,0," Action Adventure General ",E10+,Warner Bros. Interactive Entertainment
The Lions Song,78,0," Adventure General Point-and-Click ",NOT PROVIDED,Mi'pu'mi Games
The Little Acre,75,8.3," Action Adventure Linear ",E10+,Curve Digital Games Curve Digital
The Long Dark,77,8.2," Simulation General ",T,Hinterland
The Longest Journey,91,8.8," Adventure Fantasy Third-Person Fantasy Point-and-Click ",M,Funcom
The Lord of the Rings Online Mines of Moria,85,8.2," Role-Playing Massively Multiplayer Online Fantasy Fantasy Massively Multiplayer ",T,Turbine Inc.
The Lord of the Rings Online Shadows of Angmar,86,8.1," Role-Playing Massively Multiplayer Online Fantasy Fantasy Massively Multiplayer ",T,Midway
The Lord of the Rings Online Siege of Mirkwood,83,7.1," Role-Playing Massively Multiplayer Online Fantasy Fantasy Massively Multiplayer ",T,Turbine Inc.
The Lord of the Rings The Battle for MiddleEarth,82,8.6," Strategy Real-Time Fantasy General Fantasy ",T,Electronic Arts
The Lord of the Rings The Battle for MiddleEarth II,79,7.5," Strategy Real-Time Fantasy General Fantasy ",T,EA Games
The Lord of the Rings The Battle for MiddleEarth II  The Rise of the WitchKing,78,8.4," Strategy Real-Time Fantasy General Fantasy ",T,EA Games
The Lord of the Rings The Return of the King,77,8.2," Role-Playing Action RPG ",T,EA Games
The Lord of the Rings The Two Towers,82,8.4," Action Beat-'Em-Up ",T,EA Games
The Lost Chronicles of Zerzura,76,6.8," Adventure General General ",NOT PROVIDED,Viva Media Viva Media LLC
The Lost Vikings,75,8.8," Miscellaneous Puzzle General ",E,Blizzard Classic Arcade
The Magic Circle,79,7.3," Adventure 3D First-Person ",NOT PROVIDED,Questionary Question
The Magic Circle Gold Edition,76,7.1," Adventure 3D First-Person ",M,Question
The Magic Obelisk,78,6.3," Action Adventure Modern Modern ",E,Game Arts
The Mark of Kri,80,7.6," Action Beat-'Em-Up ",M,SCEA
The Maw,75,7.7," Action Platformer 3D Platformer 3D ",E10+,Twisted Pixel Games
The Metronomicon,79,7.1," Action Rhythm Music ",NOT PROVIDED,Kasedo Games
The Metronomicon Slay the Dance Floor,79,7," Action Rhythm Music ",E10+,Akupara Games
The Misadventures of PB Winterbottom,79,8.3," Miscellaneous Puzzle General General Puzzle Puzzle ",E,2K Games
The Movies,84,8.3," Strategy Tycoon Management Tycoon Business / Tycoon ",T,Activision
The Movies Stunts & Effects,78,8.3," Strategy Tycoon Management Tycoon Business / Tycoon ",T,Activision
The New York Times Crosswords,79,6.7," Miscellaneous Puzzle General General Puzzle Logic ",T,Majesco Games Majesco
The Next Big Thing,75,7.9," Adventure General General ",E10+,Focus Home Interactive
The Night of the Rabbit,75,7.5," Adventure General General Point-and-Click ",NOT PROVIDED,Daedalic Entertainment
The Operative No One Lives Forever,91,8.8," Action Shooter First-Person Modern Shooter Modern Arcade ",M,Fox Interactive
The Orange Box,96,8.9," Action Shooter First-Person Sci-Fi Miscellaneous Compilation ",M,EA Games
The Path,79,7," Adventure Fantasy Third-Person Fantasy 3D ",NOT PROVIDED,Tale of Tales
The Pinball Arcade,82,6.8," Action Miscellaneous Parlor Pinball Pinball ",E10+,Alliance Digital Media
The Pinball of the Dead,79,0," Miscellaneous Parlor Pinball ",T,THQ
The Saboteur,76,7.9," Action Adventure Historic Historic ",M,Electronic Arts
The Secret of Monkey Island Special Edition,86,9," Adventure General General Point-and-Click ",E10+,LucasArts
The Settlers 7 Paths to a Kingdom,79,5.2," Strategy City Building Historic Historic Management Government ",E10+,Ubisoft
The Sexy Brutale,77,8," Adventure General ",T,Badland Games
The Ship,76,7.1," Action Shooter First-Person Historic Shooter Historic Arcade ",T,Merscom LLC Outerlight
The Simpsons Hit & Run,78,8.6," Driving Mission-based ",T,VU Games
The Sims,84,6.9," Miscellaneous Virtual Life ",T,EA Games
The Sims 2,90,8.8," Simulation Miscellaneous Virtual Life Virtual Life Virtual ",T,EA Games
The Sims 2 Apartment Life,75,7.9," Simulation Miscellaneous Virtual Life Virtual Life Virtual ",T,Electronic Arts
The Sims 2 Nightlife,76,6.7," Simulation Miscellaneous Virtual Life Virtual Life Virtual ",T,EA Games
The Sims 2 Open for Business,78,8.6," Simulation Miscellaneous Virtual Life Virtual Life Virtual ",T,EA Games
The Sims 2 Pets,76,7.7," Simulation Miscellaneous Virtual Life Virtual Life Virtual ",T,EA Games
The Sims 2 Seasons,78,7.4," Simulation Miscellaneous Virtual Life Virtual Life Virtual ",T,Electronic Arts
The Sims 2 University,81,7.8," Simulation Miscellaneous Virtual Life Virtual Life Virtual ",T,EA Games
The Sims 3,78,6.4," Simulation Miscellaneous Virtual Life Virtual Virtual Life ",T,Electronic Arts
The Sims 3 Ambitions,74,7.2," Simulation Miscellaneous Virtual Life Virtual Life Virtual ",T,Electronic Arts
The Sims 3 Into the Future,80,5.4," Simulation Miscellaneous Virtual Life Virtual Virtual Life ",T,Electronic Arts
The Sims 3 Late Night Expansion Pack,74,5.4," Simulation Miscellaneous Virtual Life Virtual Virtual Life ",T,Electronic Arts
The Sims 3 Pets,79,6," Simulation Miscellaneous Virtual Life Virtual Life Virtual ",T,Electronic Arts
The Sims 3 World Adventures,81,7.9," Simulation Miscellaneous Virtual Life Virtual Life Virtual ",T,Electronic Arts
The Sims 4,0,0," Simulation Virtual Virtual Life ",NOT PROVIDED,NOT PROVIDED
The Sims 4 City Living,78,5.9," Simulation Virtual Virtual Life ",T,Electronic Arts
The Sims Bustin Out,81,8.5," Miscellaneous Virtual Life ",T,EA Games
The Sims Hot Date,85,7.7," Simulation Miscellaneous Virtual Life Virtual Life Virtual ",T,EA Games
The Sims Livin Large,82,6.9," Simulation Miscellaneous Virtual Life Virtual Life Virtual ",T,EA Games
The Sims Makin Magic,80,8.5," Simulation Miscellaneous Virtual Life Virtual Life Virtual ",T,EA Games
The Sims Medieval,77,6," Simulation Miscellaneous General Virtual Virtual Life ",T,Electronic Arts
The Sims Superstar,79,8.2," Simulation Miscellaneous Virtual Life Virtual Life Virtual ",T,EA Games
The Sims Unleashed,79,7.5," Simulation Miscellaneous Virtual Life Virtual Life Virtual ",T,EA Games
The Sims Vacation,75,7.8," Simulation Miscellaneous Virtual Life Virtual Life Virtual ",T,EA Games
The Sly Collection,80,7.8," Miscellaneous Compilation ",E10+,SCEA
The SpongeBob SquarePants Movie,74,8.3," Action Platformer 3D ",E,THQ
The Stanley Parable,88,8," Action Adventure General General 3D First-Person Modern ",NOT PROVIDED,Galactic Cafe IndieBox Inc.
The Suffering,77,8.9," Action Adventure Horror ",M,Midway
The Suffering Ties That Bind,76,8.3," Action Adventure Horror ",M,Midway
The Swapper,83,7.7," Action Platformer 2D ",E10+,Curve Studios
The Talos Principle,85,8.6," Sci-Fi Adventure 3D First-Person ",E10+,Devolver Digital
The Talos Principle Road To Gehenna,82,7.7," Adventure 3D First-Person ",NOT PROVIDED,Devolver Digital
The Thing,77,7.7," Action Adventure Horror Horror Survival ",M,VU Games
The Tomb Raider Trilogy,78,8.1," Miscellaneous Compilation Compilation ",T,Square Enix
The Turing Test,80,8," Action Shooter First-Person Arcade ",T,Square Enix Bulkhead Interactive
The Typing of the Dead,83,7.8," Action General ",M,Sega
The Unfinished Swan,79,8.1," Action General First-Person Adventure General 3D ",E10+,SCEA
The Vanishing of Ethan Carter,82,8.1," First-Person Miscellaneous Adventure General 3D ",M,The Astronauts
The Void,77,8.4," Action Adventure Adventure General Survival ",NOT PROVIDED,ND Games
The Walking Dead 400 Days,78,7.6," Action Miscellaneous Adventure General Compilation Point-and-Click ",M,Telltale Games
The Walking Dead A Telltale Games Series,89,8.7," Miscellaneous Adventure Compilation Compilation Point-and-Click ",NOT PROVIDED,Telltale Games
The Walking Dead A Telltale Games Series  The Complete First Season,82,8.6," Miscellaneous Adventure Compilation Compilation Point-and-Click ",M,Telltale Games
The Walking Dead Episode 1  A New Day,79,8," Miscellaneous Adventure General Compilation Point-and-Click ",M,Telltale Games
The Walking Dead Episode 2  Starved for Help,84,8.5," Miscellaneous Adventure General Compilation Point-and-Click ",M,Telltale Games
The Walking Dead Episode 3  Long Road Ahead,85,8.4," Miscellaneous Adventure General Compilation Point-and-Click ",M,Telltale Games
The Walking Dead Episode 4  Around Every Corner,80,8.5," Miscellaneous Adventure General Compilation Point-and-Click ",M,Telltale Games
The Walking Dead Episode 5  No Time Left,89,8.9," Miscellaneous Adventure General Compilation Point-and-Click ",M,Telltale Games
The Walking Dead Michonne  Episode 3 What We Deserve,76,7.8," Adventure 3D Third-Person ",M,Telltale Games
The Walking Dead Season Two  A Telltale Games Series,80,8.3," Action General General ",M,Telltale Games
The Walking Dead Season Two Episode 1  All That Remains,80,8.6," General Action General ",M,Telltale Games
The Walking Dead Season Two Episode 2  A House Divided,80,8.3," General Action General ",M,Telltale Games
The Walking Dead Season Two Episode 3  In Harms Way,80,8.3," General Action General ",M,Telltale Games
The Walking Dead Season Two Episode 4  Amid the Ruins,78,8," General Action General ",M,Telltale Games
The Walking Dead Season Two Episode 5  No Going Back,84,8.8," Action General General ",M,Telltale Games
The Walking Dead The Telltale Series  A New Frontier Episode 1 Ties That Bind Part One,80,7," Action General Adventure Point-and-Click ",M,Telltale Games
The Walking Dead The Telltale Series  A New Frontier Episode 2 Ties That Bind Part Two,80,7.3," Action Adventure General Point-and-Click ",NOT PROVIDED,Telltale Games
The Walking Dead The Telltale Series  A New Frontier Episode 3 Above the Law,74,6.3," Adventure Point-and-Click ",NOT PROVIDED,Telltale Games
The Warriors,81,7.8," Action Beat-'Em-Up 3D Beat-'Em-Up ",M,Rockstar Games
The Witcher,81,8.8," Role-Playing Action RPG Action RPG ",M,Atari Atari SA
The Witcher 2 Assassins of Kings,88,8.3," Role-Playing Action RPG Action RPG ",M,Warner Bros. Interactive Entertainment
The Witcher 3 Wild Hunt,93,9.3," Action RPG Role-Playing Action RPG ",M,Warner Bros. Interactive Entertainment
The Witcher 3 Wild Hunt  Blood and Wine,92,9.2," Role-Playing Action RPG ",M,Warner Bros. Interactive Entertainment CD Projekt
The Witcher 3 Wild Hunt  Hearts of Stone,90,8.6," Role-Playing Action RPG ",M,Warner Bros. Interactive Entertainment CD Projekt
The Witcher Enhanced Edition,86,8.5," Role-Playing Action RPG Action RPG ",M,Atari Atari SA
The Witness,86,7," Adventure 3D First-Person ",E,Thekla Inc
The Wolf Among Us,80,8.8," Action Adventure Adventure General Fantasy Point-and-Click ",M,Telltale Games
The Wolf Among Us Episode 1  Faith,82,8.4," Action Adventure Adventure Fantasy General Fantasy Point-and-Click ",M,Telltale Games
The Wolf Among Us Episode 2  Smoke and Mirrors,82,8.2," Action Adventure Adventure General Fantasy Point-and-Click ",M,Telltale Games
The Wolf Among Us Episode 3  A Crooked Mile,77,8.2," Action Adventure Adventure General Fantasy Point-and-Click ",M,Telltale Games
The Wolf Among Us Episode 4  In Sheeps Clothing,75,8.2," Fantasy Action Adventure Adventure General Fantasy Point-and-Click ",M,Telltale Games
The Wolf Among Us Episode 5  Cry Wolf,84,8.8," Fantasy Action Adventure Adventure General Fantasy Point-and-Click ",M,Telltale Games
The Wonderful 101,78,8.6," Action General General ",T,Nintendo
The World Ends with You,88,8.8," Role-Playing Action RPG Action RPG ",T,Square Enix
Theatrhythm Final Fantasy,78,7.9," Action Miscellaneous Rhythm Music Music ",E10+,Square Enix
Theatrhythm Final Fantasy Curtain Call,83,8.3," Action Miscellaneous Rhythm Music ",T,Square Enix
Theme Park Roller Coaster,82,7.9," Strategy Tycoon ",E,Electronic Arts
Thief Deadly Shadows,82,7," Action Adventure Fantasy ",M,Eidos Interactive
Thief II The Metal Age,87,9," Action Adventure Fantasy General Fantasy ",M,Eidos Interactive
Thief The Dark Project,92,9," Action Adventure Fantasy General Fantasy ",M,Eidos Interactive
Thimbleweed Park,82,8.6," Adventure Point-and-Click ",T,Terrible Toybox
Thirty Flights of Loving,88,5," Adventure General 3D First-Person ",NOT PROVIDED,Blendo Games
This War of Mine,83,8.4," Action Strategy Real-Time General ",NOT PROVIDED,11 bit studios
This War of Mine The Little Ones,78,7.2," Strategy Real-Time General ",M,Deep Silver
Thomas Was Alone,78,6.6," Action Platformer Platformer 2D 2D ",E,Curve Studios Limited Run Games
Three Fourths Home,77,5.6," Adventure General Text ",NOT PROVIDED,Digerati Distribution [bracket]games
Thumper,84,7," Action Rhythm Music ",E10+,drool Games Drool
Tiger Woods PGA Tour,78,7.4," Sports Traditional Golf Sim Sim Individual ",E,EA Sports
Tiger Woods PGA Tour 06,81,5.1," Sports Traditional Golf Sim ",E,EA Sports
Tiger Woods PGA Tour 07,78,0," Sports Traditional Golf Sim Sim Individual ",E,EA Sports
Tiger Woods PGA Tour 08,80,7.8," Sports Traditional Golf Sim Sim Individual ",E,EA Sports
Tiger Woods PGA Tour 09,82,7.2," Sports Traditional Individual Golf Sim Sim ",E,Electronic Arts
Tiger Woods PGA Tour 09 AllPlay,81,8.7," Sports Traditional Golf Sim Sim Individual ",E,Electronic Arts
Tiger Woods PGA Tour 10,81,7.7," Sports Traditional Golf Sim Sim Individual ",E,Electronic Arts
Tiger Woods PGA Tour 11,79,7.8," Sports Traditional Golf Sim Sim Individual ",E,Electronic Arts
Tiger Woods PGA Tour 12 The Masters,80,7.3," Sports Traditional Golf Sim Sim Individual ",E,Electronic Arts
Tiger Woods PGA Tour 13,77,5.6," Sports Traditional Golf Sim Sim Individual ",E,Electronic Arts
Tiger Woods PGA Tour 14,77,6.2," Sports Traditional Golf Sim Sim Individual ",E,EA Sports
Tiger Woods PGA Tour 2001,74,0," Sports Traditional Golf Sim ",E,EA Sports
Tiger Woods PGA Tour 2002,80,7.6," Sports Traditional Golf Sim ",E,EA Sports
Tiger Woods PGA Tour 2003,90,8," Sports Traditional Golf Sim ",E,Electronic Arts
Tiger Woods PGA Tour 2004,89,8.8," Sports Traditional Golf Sim ",E,EA Sports
Tiger Woods PGA Tour 2005,88,8.2," Sports Traditional Golf Sim ",E,EA Sports
Time Commando,80,8.7," Action Adventure Sci-Fi Sci-Fi General ",T,Activision
Time Crisis 3,81,8.3," Action Shooter Light Gun ",T,Namco
Time Crisis II,81,7.9," Action Shooter Light Gun ",T,Namco
Time Gentlemen Please,84,7.6," Adventure General General Point-and-Click ",NOT PROVIDED,Zombie Cow Studios
TimeSplitters,81,7.9," Action Shooter First-Person Sci-Fi ",T,Eidos Interactive
TimeSplitters 2,90,8.8," Action Shooter First-Person Sci-Fi ",T,Eidos Interactive
TimeSplitters Future Perfect,82,8.7," Action Shooter First-Person Sci-Fi ",M,EA Games
Tiny Barbarian DX,77,6.6," Action General ",E10+,Nicalis
Titan Quest,77,8.1," Role-Playing Action RPG Action RPG ",T,THQ
Titan Quest Immortal Throne,80,8.5," Role-Playing Action RPG Action RPG ",T,THQ
Titan Souls,74,5.5," Action General ",NOT PROVIDED,Devolver Digital
Titanfall,83,6," Shooter Sci-Fi Miscellaneous General Action Shooter First-Person Sci-Fi Arcade ",M,Electronic Arts
Titanfall 2,86,8.2," Action Shooter First-Person Arcade ",M,Electronic Arts
TMNT,80,6.1," Action Beat-'Em-Up ",E10+,Ubisoft
To the Moon,81,9," Role-Playing Adventure General General General ",NOT PROVIDED,Freebird Games
TOCA Race Driver 2 The Ultimate Racing Simulator,81,8.1," Simulation Driving Racing General General GT / Street Automobile ",T,Codemasters
TOCA Race Driver 3,82,7.3," Driving General ",E10+,Codemasters
Toki Tori,80,7.8," Action Miscellaneous Puzzle General General Puzzle Puzzle ",E,Two Tribes
"Toki Tori 2 ",76,7.6," Miscellaneous Puzzle Action General Puzzle General ",E,Two Tribes
Tokyo Mirage Sessions FE,80,6.2," General Fantasy Role-Playing Strategy Turn-Based Japanese-Style General ",T,Nintendo
Tokyo Xtreme Racer 2,79,9," Driving Mission-based ",E,Crave
Tokyo Xtreme Racer Zero,76,8.8," Driving Racing GT / Street ",E,Crave
Tom Clancys EndWar,77,7.2," Strategy Real-Time Military Military Tactics ",T,Ubisoft
Tom Clancys Ghost Recon,80,8.2," Action Shooter First-Person Tactical Modern Shooter Modern ",M,Ubisoft
Tom Clancys Ghost Recon 2,80,8.9," Action Shooter First-Person Tactical Modern ",T,Ubisoft
Tom Clancys Ghost Recon 2 Summit Strike,84,7.2," Action Shooter First-Person Tactical Modern ",T,Ubisoft
Tom Clancys Ghost Recon Advanced Warfighter,80,7.7," Action Shooter First-Person Tactical Modern Shooter Modern ",T,Ubisoft
Tom Clancys Ghost Recon Advanced Warfighter 2,84,7.9," Action Shooter First-Person Third-Person Tactical Modern Shooter Modern ",T,Ubisoft
Tom Clancys Ghost Recon Desert Siege,82,8," Action Shooter First-Person Tactical Modern Shooter Modern ",M,Ubisoft
Tom Clancys Ghost Recon Future Soldier,79,7.2," Action Shooter Third-Person Tactical Modern Shooter Modern ",M,Ubisoft
Tom Clancys Ghost Recon Island Thunder,81,8.8," Action Shooter First-Person Tactical Modern ",M,Ubisoft
Tom Clancys Ghost Recon Shadow Wars,77,7.8," Action Shooter First-Person Strategy Turn-Based Tactical Modern Modern General Modern ",T,Ubisoft
Tom Clancys Ghost Recon Wildlands,76,6.6," Action Adventure Open-World ",M,Ubisoft
Tom Clancys Rainbow Six,85,8.5," Action Shooter First-Person Tactical Modern Shooter Modern ",T,Red Storm Entertainment
Tom Clancys Rainbow Six 3,86,8.5," Action Shooter First-Person Tactical Modern ",M,Ubisoft
Tom Clancys Rainbow Six 3 Black Arrow,84,8.6," Action Shooter First-Person Tactical Modern ",M,Ubisoft
Tom Clancys Rainbow Six 3 Raven Shield,83,8.9," Action Shooter First-Person Tactical Modern Shooter Modern ",M,Ubisoft
Tom Clancys Rainbow Six Lockdown,74,6.6," Action Shooter First-Person Tactical Modern ",M,Ubisoft
Tom Clancys Rainbow Six Rogue Spear,76,0," Action Shooter Third-Person Tactical Modern ",T,Ubisoft
Tom Clancys Rainbow Six Siege,79,7.1," Modern Action Shooter First-Person Tactical ",M,Ubisoft
Tom Clancys Rainbow Six Vegas,86,7.6," Action Shooter First-Person Tactical Modern Shooter Modern ",M,Ubisoft
Tom Clancys Rainbow Six Vegas 2,82,7.8," Action Shooter First-Person Tactical Modern Shooter Modern ",M,Ubisoft
